GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=17,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,,,SWE,Sweden,,,,,1.1 [1.1-1.1],1.10000,1.10000,1.10000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=17,,,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,,,SWE,Sweden,,,,,0.66 [0.65-0.66],0.66000,0.65000,0.66000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=17,,,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,,,SWE,Sweden,,,,,0.56 [0.55-0.57],0.56000,0.55000,0.57000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=17,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,,,SWE,Sweden,,,,,0.66 [0.65-0.67],0.66000,0.65000,0.67000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=17,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,,,SWE,Sweden,,,,,0.73 [0.72-0.74],0.73000,0.72000,0.74000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=17,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,,,SWE,Sweden,,,,,0.69 [0.68-0.7],0.69000,0.68000,0.70000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=17,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,,,SWE,Sweden,,,,,0.69 [0.68-0.71],0.69000,0.68000,0.71000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=17,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,,,SWE,Sweden,,,,,0.66 [0.65-0.67],0.66000,0.65000,0.67000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=17,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,,,SWE,Sweden,,,,,0.38 [0.37-0.39],0.38000,0.37000,0.39000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=17,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,,,SWE,Sweden,,,,,0.5 [0.49-0.51],0.50000,0.49000,0.51000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=17,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,,,SWE,Sweden,,,,,0.41 [0.41-0.42],0.41000,0.41000,0.42000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=17,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,,,SWE,Sweden,,,,,0.45 [0.44-0.46],0.45000,0.44000,0.46000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=17,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,,,SWE,Sweden,,,,,0.31 [0.3-0.32],0.31000,0.30000,0.32000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=17,,,,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,,,SWE,Sweden,,,,,0.25 [0.25-0.26],0.25000,0.25000,0.26000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=17,,,,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,,,SWE,Sweden,,,,,0.26 [0.26-0.27],0.26000,0.26000,0.27000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=17,,,,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,,,SWE,Sweden,,,,,0.26 [0.26-0.27],0.26000,0.26000,0.27000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=20,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,,,SWE,Sweden,,BTSX,Both sexes,,5.4 [4.6-6.2],5.40000,4.60000,6.20000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=20,,,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,,,SWE,Sweden,,BTSX,Both sexes,,5.1 [4.4-5.9],5.10000,4.40000,5.90000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=20,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,,,SWE,Sweden,,BTSX,Both sexes,,4.8 [4.1-5.6],4.80000,4.10000,5.60000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=20,,,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,,,SWE,Sweden,,BTSX,Both sexes,,5.1 [4.4-5.9],5.10000,4.40000,5.90000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=20,,,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,,,SWE,Sweden,,BTSX,Both sexes,,5.5 [4.7-6.3],5.50000,4.70000,6.30000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=20,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,,,SWE,Sweden,,BTSX,Both sexes,,6.9 [5.9-7.9],6.90000,5.90000,7.90000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=20,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,,,SWE,Sweden,,BTSX,Both sexes,,6.2 [5.3-7.2],6.20000,5.30000,7.20000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=20,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,,,SWE,Sweden,,BTSX,Both sexes,,5.8 [4.9-6.7],5.80000,4.90000,6.70000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=20,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,,,SWE,Sweden,,BTSX,Both sexes,,6.4 [5.5-7.4],6.40000,5.50000,7.40000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=20,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,,,SWE,Sweden,,BTSX,Both sexes,,7.1 [6-8.2],7.10000,6.00000,8.20000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=20,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,,,SWE,Sweden,,BTSX,Both sexes,,7.5 [6.4-8.7],7.50000,6.40000,8.70000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=20,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,,,SWE,Sweden,,BTSX,Both sexes,,6.5 [5.6-7.6],6.50000,5.60000,7.60000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=20,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,,,SWE,Sweden,,BTSX,Both sexes,,7.1 [6.1-8.3],7.10000,6.10000,8.30000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=20,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,,,SWE,Sweden,,BTSX,Both sexes,,7.3 [6.2-8.4],7.30000,6.20000,8.40000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=20,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,,,SWE,Sweden,,BTSX,Both sexes,,7.5 [6.4-8.7],7.50000,6.40000,8.70000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=20,,,,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,,,SWE,Sweden,,BTSX,Both sexes,,9.2 [7.9-11],9.20000,7.90000,11.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=20,,,,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,,,SWE,Sweden,,BTSX,Both sexes,,8.2 [7-9.5],8.20000,7.00000,9.50000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=20,,,,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,,,SWE,Sweden,,BTSX,Both sexes,,5.7 [4.8-6.5],5.70000,4.80000,6.50000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=20,,,,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,,,SWE,Sweden,,FMLE,Female,,4.0 [3.2 -4.8],4.00000,3.20000,4.80000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=20,,,,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,,,SWE,Sweden,,MLE,Male,,7.3 [5.8 -8.8],7.30000,5.80000,8.80000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,1990,1990,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,9.9 [4.2-18.0],9.90000,4.20000,18.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,1991,1991,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,9.7 [4.1-18.0],9.70000,4.10000,18.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,1992,1992,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,9.5 [4.0-17.0],9.50000,4.00000,17.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,1993,1993,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,9.2 [3.9-17.0],9.20000,3.90000,17.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,1994,1994,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,9.0 [3.8-16.0],9.00000,3.80000,16.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,1995,1995,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,8.7 [3.7-16.0],8.70000,3.70000,16.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,1996,1996,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,8.3 [3.5-15.0],8.30000,3.50000,15.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,1997,1997,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,7.9 [3.3-14.0],7.90000,3.30000,14.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,1998,1998,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,7.4 [3.1-14.0],7.40000,3.10000,14.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,1999,1999,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,7.1 [3.0-13.0],7.10000,3.00000,13.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,6.9 [2.9-13.0],6.90000,2.90000,13.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,6.8 [2.9-12.0],6.80000,2.90000,12.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,6.7 [2.8-12.0],6.70000,2.80000,12.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,6.9 [2.9-13.0],6.90000,2.90000,13.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,7.1 [3.0-13.0],7.10000,3.00000,13.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,7.4 [3.1-13.0],7.40000,3.10000,13.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,7.6 [3.2-14.0],7.60000,3.20000,14.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,8.0 [3.4-15.0],8.00000,3.40000,15.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,8.2 [3.5-15.0],8.20000,3.50000,15.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,8.4 [3.6-15.0],8.40000,3.60000,15.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,8.7 [3.7-16.0],8.70000,3.70000,16.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,8.9 [3.7-16.0],8.90000,3.70000,16.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,9.1 [3.9-16.0],9.10000,3.90000,16.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,9.2 [3.9-17.0],9.20000,3.90000,17.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=23,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,9.4 [4.0-17.0],9.40000,4.00000,17.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,,,,PUBLISHED,Published,,1990,1990,,EUR,Europe,,,,,SWE,Sweden,,,,, 8 [ 7 -  9],8.00000,7.00000,9.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,,,SWE,Sweden,,,,, 5 [ 5 -  6],5.00000,5.00000,6.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,,,,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,,,SWE,Sweden,,,,, 4 [ 3 -  5],4.00000,3.00000,5.00000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=334,,,,VOID_APPROVED,Void approved,,2000,2000,,EUR,Europe,,,,,SWE,Sweden,,,,,No data,,,,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=334,,,,VOID_APPROVED,Void approved,,2005,2005,,EUR,Europe,,,,,SWE,Sweden,,,,,No data,,,,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=334,,,,VOID_APPROVED,Void approved,,2010,2010,,EUR,Europe,,,,,SWE,Sweden,,,,,No data,,,,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=334,,,,VOID_APPROVED,Void approved,,2017,2017,,EUR,Europe,,,,,SWE,Sweden,,,,,No data,,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,79,79.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,62,62.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,73,73.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,83,83.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,64,64.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,74,74.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,63,63.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,66,66.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,87,87.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,85,85.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,85,85.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=332,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,83,83.00000,,,,,
MDG_0000000033,Antiretroviral therapy coverage among people with HIV infection eligible for ART according to 2010 guidelines (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=12,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,,,SWE,Sweden,,,,,No data,,,,,,
MH_6,Psychiatrists working in mental health sector (per 100 000 population),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2954,,,,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,,,SWE,Sweden,,,,,20.863,20.86328,,,,,
SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,http://apps.who.int/gho/data/node.wrapper.imr?x-id=4759,,,,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,,,SWE,Sweden,,,,,9.2,9.15822,,,,,"WHO Global Information System on Alcohol and Health (GISAH), 2018"
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,,,SWE,Sweden,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,,,SWE,Sweden,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,,,SWE,Sweden,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,,,SWE,Sweden,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,,,SWE,Sweden,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,,,SWE,Sweden,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,,,SWE,Sweden,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1422,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,,,SWE,Sweden,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
